number,country,flag,vendor,type,level,bank
364041,GB,🇬🇧,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
429270,US,🇺🇸,VISA,CREDIT,,
522000,US,🇺🇸,MASTERCARD,CREDIT,STANDARD,"BANK OF AMERICA, N.A."
267585,,◻️,MASTERCARD,,,
855473,CA,🇨🇦,PRIVATE LABEL,,,FUTURE SHOP - HSBC
235390,,◻️,MASTERCARD,,,
472330,NL,🇳🇱,VISA,DEBIT,PREPAID TRAVEL MONEY,INLUX (NETHERLANDS) BV
223310,,◻️,MASTERCARD,,,
396200,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
584791,US,🇺🇸,EBT,DEBIT,,
531792,CA,🇨🇦,MASTERCARD,CREDIT,,MBNA CANADA BANK
478257,US,🇺🇸,VISA,DEBIT,CLASSIC,SERVICES C.U.
110012,CA,🇨🇦,PRIVATE LABEL,,,BOSE - TDFS
456950,AT,🇦🇹,VISA,DEBIT,ELECTRON,
260730,,◻️,MASTERCARD,,,
395399,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
345670,ES,🇪🇸,AMERICAN EXPRESS,CREDIT,,
908090,CA,🇨🇦,PRIVATE LABEL,,,YARD CARD CANADA
594170,GB,🇬🇧,MAESTRO,DEBIT,STANDARD,
389553,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
265248,,◻️,MASTERCARD,,,
399777,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
656435,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
248846,,◻️,MASTERCARD,,,
508802,US,🇺🇸,EBT,DEBIT,,
402036,KE,🇰🇪,VISA,CREDIT,GOLD,
252117,,◻️,MASTERCARD,,,
544668,BR,🇧🇷,MASTERCARD,DEBIT,PREPAID,"CREDICARD, S.A."
266796,,◻️,MASTERCARD,,,
944403,KR,🇰🇷,LOCAL BRAND,DEBIT,,BC CARD
515616,DK,🇩🇰,MASTERCARD,CREDIT,PLATINUM,TELLER A/S
258365,,◻️,MASTERCARD,,,
228825,,◻️,MASTERCARD,,,
244339,,◻️,MASTERCARD,,,
416787,US,🇺🇸,VISA,DEBIT,CLASSIC,REPUBLIC BANK OF CHICAGO
459943,SI,🇸🇮,VISA,CREDIT,BUSINESS,NOVA KREDITNA BANKA MARIBOR D.D.
501528,US,🇺🇸,EBT,DEBIT,,
645216,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
468610,US,🇺🇸,VISA,CREDIT,,
370630,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
345638,ES,🇪🇸,AMERICAN EXPRESS,CREDIT,,
599294,IN,🇮🇳,MAESTRO,DEBIT,STANDARD,
456892,US,🇺🇸,VISA,DEBIT,BUSINESS,ITS BANK
417395,UA,🇺🇦,VISA,DEBIT,INFINITE,PJSC CREDIT AGRICOLE BANK
676292,ES,🇪🇸,MAESTRO,DEBIT,PERSONAL,"SISTEMA B, S.A."
515076,SI,🇸🇮,MASTERCARD,CREDIT,STANDARD,SBERBANK BANKA D.D.
489813,US,🇺🇸,VISA,CREDIT,,
646261,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
447447,US,🇺🇸,VISA,CREDIT,PLATINUM,HUDSON UNITED BANK
468080,US,🇺🇸,VISA,CREDIT,CLASSIC,"BMO HARRIS BANK, N.A."
236898,,◻️,MASTERCARD,,,
438934,LV,🇱🇻,VISA,CREDIT,,AS SEB LATVIJAS UNIBANKA
236036,,◻️,MASTERCARD,,,
516174,US,🇺🇸,MASTERCARD,DEBIT,PREPAID,"FIRST NATIONAL BANK & TRUST COMPANY, THE"
537791,LB,🇱🇧,MASTERCARD,CREDIT,WORLD ELITE,CSCBANK SAL
649402,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
855382,CA,🇨🇦,PRIVATE LABEL,,,FUTURE SHOP - HSBC
364232,NL,🇳🇱,DINERS CLUB INTERNATIONAL,CREDIT,STANDARD,
304112,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
410965,US,🇺🇸,VISA,DEBIT,PREPAID,FIRE FIGHTER'S F.C.U.
639763,BR,🇧🇷,MAESTRO,DEBIT,STANDARD,
623632,CN,🇨🇳,CHINA UNION PAY,DEBIT,PERSONAL,
387743,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
357567,JP,🇯🇵,JCB,CREDIT,,
366469,JP,🇯🇵,DINERS CLUB INTERNATIONAL,CREDIT,PERSONAL,
507594,US,🇺🇸,EBT,DEBIT,,
494294,GB,🇬🇧,VISA,CREDIT,,
480674,US,🇺🇸,VISA,DEBIT,CLASSIC,"UNITED FIDELITY BANK, F.S.B."
430069,US,🇺🇸,VISA,CREDIT,,LIPPOBANK
243500,,◻️,MASTERCARD,,,
419176,GB,🇬🇧,VISA,DEBIT,CLASSIC,SG HAMBROS BANK LTD.
268473,,◻️,MASTERCARD,,,
453347,FR,🇫🇷,VISA,CREDIT,CLASSIC,"CREDIT AGRICOLE, S.A."
421286,US,🇺🇸,VISA,CREDIT,,
113745,CA,🇨🇦,PRIVATE LABEL,,,CRESCENT GOLD AND DIAMONDS - TDFS
672029,DE,🇩🇪,MAESTRO,DEBIT,STANDARD,EURO KARTENSYSTEME GMBH
110927,CA,🇨🇦,PRIVATE LABEL,,,BOSE - TDFS
245205,,◻️,MASTERCARD,,,
340190,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
114182,CA,🇨🇦,PRIVATE LABEL,,,CANTREX - TDFS
599892,NL,🇳🇱,MAESTRO,DEBIT,STANDARD,
607502,IN,🇮🇳,RUPAY,DEBIT,CLASSIC,DISTRICT COOP CENTRAL BANK LTD KHAMMAM
105605,CA,🇨🇦,PRIVATE LABEL,,,CASTLE BUILDING CENTRES - TDFS
347435,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
590986,SG,🇸🇬,MAESTRO,DEBIT,STANDARD,
501682,US,🇺🇸,EBT,DEBIT,,"JPMORGAN CHASE BANK, N.A."
604162,CA,🇨🇦,MAESTRO,DEBIT,GIFT,WALMART CANADA
641588,US,🇺🇸,EBT,DEBIT,PROPRIETARY,
364978,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,,
534452,CN,🇨🇳,MASTERCARD,CREDIT,PLATINUM,CHINA CITIC BANK
125724,AU,🇦🇺,UATP,CREDIT,UATP,AUSTRALIAN AIRLINES (OS)
267073,,◻️,MASTERCARD,,,
811959,CN,🇨🇳,CHINA UNION PAY,,,
530553,GB,🇬🇧,MASTERCARD,DEBIT,PREPAID BUSINESS,"PREPAY TECHNOLOGIES, LTD."
267922,,◻️,MASTERCARD,,,
353777,JP,🇯🇵,JCB,CREDIT,,
251545,,◻️,MASTERCARD,,,
558247,US,🇺🇸,MASTERCARD,DEBIT,BUSINESS,FIRST MIDWEST BANK
500812,US,🇺🇸,EBT,DEBIT,,
503378,US,🇺🇸,EBT,DEBIT,,
105348,IE,🇮🇪,UATP,CREDIT,UATP,AER LINGUS (EI)
389475,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
246858,,◻️,MASTERCARD,,,
237758,,◻️,MASTERCARD,,,
479283,US,🇺🇸,VISA,DEBIT,BUSINESS,BARCLAYS BANK PLC
540325,US,🇺🇸,MASTERCARD,DEBIT,ENHANCED,FIFTH THIRD BANK
115694,CA,🇨🇦,PRIVATE LABEL,,,CORBEIL - TDFS
476389,GB,🇬🇧,VISA,DEBIT,PREPAID,ROYAL BANK OF SCOTLAND PLC
655484,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
446146,MR,🇲🇷,VISA,DEBIT,,BANQUE POUR LE COMMERCE ET LINDUSTRIE
495565,US,🇺🇸,VISA,CREDIT,,
363791,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,,
419474,US,🇺🇸,VISA,DEBIT,CLASSIC,CITIZENS BANK
541086,RO,🇷🇴,MASTERCARD,CREDIT,PLATINUM,BANCA COMERCIALA INTESA SANPAOLO ROMANIA S.A.
257150,,◻️,MASTERCARD,,,
253861,,◻️,MASTERCARD,,,
470866,JP,🇯🇵,VISA,CREDIT,BUSINESS,"SUMITOMO MITSUI CARD CO., LTD."
517859,VE,🇻🇪,MASTERCARD,CREDIT,,"NORVAL BANK, C.A. BANCO UNIVERS.A.L."
551541,US,🇺🇸,MASTERCARD,DEBIT,STANDARD,CU COOPERATIVE SYSTEMS
376555,SA,🇸🇦,AMERICAN EXPRESS,CREDIT,,
248014,,◻️,MASTERCARD,,,
464037,PG,🇵🇬,VISA,DEBIT,CLASSIC,WESTPAC BANKING CORPORATION
480817,ZA,🇿🇦,VISA,CREDIT,BUSINESS,
500265,US,🇺🇸,EBT,DEBIT,,
392981,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
405118,US,🇺🇸,VISA,CREDIT,,
373827,US,🇺🇸,AMERICAN EXPRESS,CREDIT,GOLD,AMERICAN EXPRESS US CONSUMER
467495,DE,🇩🇪,VISA,CREDIT,CORPORATE T&E,LANDESBANK BERLIN AG
255236,,◻️,MASTERCARD,,,
650549,BR,🇧🇷,DISCOVER,CREDIT,PERSONAL,
238784,,◻️,MASTERCARD,,,
373569,CA,🇨🇦,AMERICAN EXPRESS,CREDIT,GOLD,AMEX CANADA GLOBESTAR
582739,US,🇺🇸,EBT,DEBIT,,
393135,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
370653,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
300456,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
813598,CN,🇨🇳,CHINA UNION PAY,,,
418362,RU,🇷🇺,VISA,DEBIT,CLASSIC,PUBLIC JSC INVESTMENT COMMERCIAL BANK SOVCOMBANK
513158,FR,🇫🇷,MASTERCARD,CREDIT,STANDARD,MASTERCARD FRANCE S.A.S.
254569,,◻️,MASTERCARD,,,
645175,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
417531,DK,🇩🇰,VISA,DEBIT,ELECTRON,ROSLEV SPAREKASSE
443244,US,🇺🇸,VISA,CREDIT,BUSINESS,U.S. BANK N.A. ND
543377,TW,🇹🇼,MASTERCARD,CREDIT,STANDARD,"TAIPEI FUBON COMMERCIAL BANK CO., LTD."
588075,US,🇺🇸,EBT,DEBIT,,
440078,US,🇺🇸,VISA,DEBIT,BUSINESS,"BOKF, N.A."
491146,GB,🇬🇧,VISA,DEBIT,ATM,BANK OF SCOTLAND
436661,PL,🇵🇱,VISA,DEBIT,GOLD,"MBANK, S.A."
492485,CO,🇨🇴,VISA,CREDIT,CLASSIC,"BANCO COLPATRIA - RED MULTIBANCA COLPATRIA, S.A."
244780,,◻️,MASTERCARD,,,
368561,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,,
510552,SO,🇸🇴,MASTERCARD,DEBIT,STANDARD,EMERGING MARKETS PAYMENTS AFRICA
506677,US,🇺🇸,EBT,DEBIT,,
446809,AR,🇦🇷,VISA,DEBIT,ELECTRON,"BANCO VELOX, S.A."
645202,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
427478,US,🇺🇸,VISA,DEBIT,CLASSIC,PRESTON NATIONAL BANK
467438,US,🇺🇸,VISA,CREDIT,,
497981,FR,🇫🇷,VISA,DEBIT,ELECTRON,NATIXIS
599740,IN,🇮🇳,MAESTRO,DEBIT,STANDARD,
247447,,◻️,MASTERCARD,,,
469588,US,🇺🇸,VISA,CREDIT,,COMPASS BANK
459267,CA,🇨🇦,VISA,CREDIT,,
577319,US,🇺🇸,EBT,DEBIT,,
428020,ES,🇪🇸,VISA,CREDIT,,
657406,RS,🇷🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
254084,,◻️,MASTERCARD,,,
499970,GR,🇬🇷,VISA,CREDIT,GOLD,"PIRAEUS BANK, S.A."
227124,,◻️,MASTERCARD,,,
391068,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
253954,,◻️,MASTERCARD,,,
256256,,◻️,MASTERCARD,,,
460611,US,🇺🇸,VISA,DEBIT,BUSINESS,"SOUTHTRUST BANK, N.A."
227235,,◻️,MASTERCARD,,,
430491,US,🇺🇸,VISA,CREDIT,CLASSIC,TIC F.C.U.
347436,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
411470,US,🇺🇸,VISA,DEBIT,PREPAID,"JPMORGAN CHASE BANK, N.A."
545396,BM,🇧🇲,MASTERCARD,CREDIT,STANDARD,"BANK OF N.T. BUTTERFIELD & SON, LTD."
504966,US,🇺🇸,EBT,DEBIT,,
460384,US,🇺🇸,VISA,DEBIT,CLASSIC,"WELLS FARGO BANK, N.A."
464648,CW,🇨🇼,VISA,CREDIT,PLATINUM,"ABSA GROUP, LTD."
556097,US,🇺🇸,MASTERCARD,CREDIT,FLEET,MUTUAL OF OMAHA BANK
380131,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
384909,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
647661,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
556461,ES,🇪🇸,MASTERCARD,CREDIT,,
412030,GH,🇬🇭,VISA,DEBIT,PREPAID,"ZENITH BANK (GHANA), LTD."
640216,US,🇺🇸,EBT,DEBIT,,
367296,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,,
368934,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,,
465449,GB,🇬🇧,VISA,CREDIT,,
364295,IT,🇮🇹,DINERS CLUB INTERNATIONAL,CREDIT,PERSONAL,
104463,CA,🇨🇦,PRIVATE LABEL,,,LUXURY JEWELLERY CLASS (LJC) - TDFS
468908,KR,🇰🇷,VISA,DEBIT,GOLD,SAMSUNG CARD
432252,LB,🇱🇧,VISA,CREDIT,CLASSIC,CSCBANK S.A.L.
249055,,◻️,MASTERCARD,,,
301837,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
236857,,◻️,MASTERCARD,,,
588402,US,🇺🇸,EBT,DEBIT,,
496688,MA,🇲🇦,VISA,DEBIT,GOLD,BANQUE MAROCAINE DU COMMERCE EXTERIEUR
554867,BD,🇧🇩,MASTERCARD,CREDIT,GOLD,"PRIME BANK, LTD."
371994,US,🇺🇸,AMERICAN EXPRESS,CREDIT,PERSONAL,AMERICAN EXPRESS US CONSUMER
541090,US,🇺🇸,MASTERCARD,CREDIT,GOLD,"ICBA BANCARD, INC."
544265,BR,🇧🇷,MASTERCARD,CREDIT,STANDARD,"ITAU UNIBANCO, S.A."
811997,CN,🇨🇳,CHINA UNION PAY,,,
470155,US,🇺🇸,VISA,CREDIT,CLASSIC,COMMONWEALTH C.U.
529151,GN,🇬🇳,MASTERCARD,CREDIT,,
513528,FR,🇫🇷,MASTERCARD,DEBIT,STANDARD,BPCE
596043,DE,🇩🇪,MAESTRO,DEBIT,STANDARD,
258775,,◻️,MASTERCARD,,,
344919,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
152670,US,🇺🇸,UATP,CREDIT,UATP,SOUTHWEST AIRLINES F.C.U.
257415,,◻️,MASTERCARD,,,
413786,US,🇺🇸,VISA,DEBIT,CLASSIC,UNITED 1ST F.C.U.
234522,,◻️,MASTERCARD,,,
374714,US,🇺🇸,AMERICAN EXPRESS,CREDIT,PERSONAL GOLD CHARGE,BANK OF AMERICA
367776,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,,
519752,US,🇺🇸,MASTERCARD,CREDIT,BUSINESS,BAYPORT C.U.
390012,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
257281,,◻️,MASTERCARD,,,
601424,US,🇺🇸,EBT,DEBIT,PROPRIETARY,
777734,US,🇺🇸,PRIVATE LABEL,DEBIT,,
234902,,◻️,MASTERCARD,,,
348532,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
652531,IN,🇮🇳,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
771677,US,🇺🇸,PRIVATE LABEL,DEBIT,,
366997,JP,🇯🇵,DINERS CLUB INTERNATIONAL,CREDIT,PERSONAL,
541399,RS,🇷🇸,MASTERCARD,CREDIT,STANDARD,UNICREDIT BANK SERBIA JSC
507645,US,🇺🇸,EBT,DEBIT,,
362214,BR,🇧🇷,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
239868,,◻️,MASTERCARD,,,
659970,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
463288,US,🇺🇸,VISA,DEBIT,BUSINESS,"BANK OF AMERICA, N.A."
253075,,◻️,MASTERCARD,,,
595786,NO,🇳🇴,MAESTRO,DEBIT,STANDARD,
393787,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
536839,GB,🇬🇧,MASTERCARD,CREDIT,STANDARD,"NEWDAY, LTD."
850438,CA,🇨🇦,PRIVATE LABEL,,,BEST BUY - HSBC
450146,IN,🇮🇳,VISA,CREDIT,,BARCLAYS BANK PLC
651117,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
343288,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
624681,CN,🇨🇳,CHINA UNION PAY,DEBIT,,
904122,CA,🇨🇦,PRIVATE LABEL,,,YARD CARD CANADA
254697,,◻️,MASTERCARD,,,
536021,ID,🇮🇩,MASTERCARD,DEBIT,PLATINUM,PT. BANK NEGARA INDONESIA (PERSERO) TBK.
406169,CN,🇨🇳,VISA,CREDIT,PLATINUM,CHINA CITIC BANK
424473,RU,🇷🇺,VISA,DEBIT,CLASSIC,OJSC BANK URALSIB
553283,PH,🇵🇭,MASTERCARD,CREDIT,FLEET,RIZAL COMMERCIAL BANKING CORPORATION
658337,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
529356,US,🇺🇸,MASTERCARD,DEBIT,BUSINESS,"FIDELITY INFORMATION SERVICES, INC."
413878,RU,🇷🇺,VISA,DEBIT,GOLD,JSCB OF SUPPORT TO COMMERCE AND BUSINESS SKB BANK
408198,US,🇺🇸,VISA,DEBIT,CLASSIC,BANKFIRST
775635,US,🇺🇸,PRIVATE LABEL,DEBIT,,
424748,US,🇺🇸,VISA,DEBIT,CLASSIC,SOONER STATE BANK
504826,US,🇺🇸,EBT,DEBIT,,
228169,,◻️,MASTERCARD,,,
311845,JP,🇯🇵,JCB,,,
519239,US,🇺🇸,MASTERCARD,CREDIT,STANDARD,FIFTH THIRD BANK
535775,US,🇺🇸,MASTERCARD,DEBIT,,
228933,,◻️,MASTERCARD,,,
373068,US,🇺🇸,AMERICAN EXPRESS,CREDIT,PERSONAL,AMERICAN EXPRESS US CONSUMER
418902,NP,🇳🇵,VISA,DEBIT,,"NABIL BANK, LTD."
428107,ID,🇮🇩,VISA,CREDIT,PURCHASING,CITIBANK
674555,IT,🇮🇹,MAESTRO,DEBIT,PERSONAL,SIA S.P.A.
483983,RU,🇷🇺,VISA,DEBIT,PERSONAL,
544253,JP,🇯🇵,MASTERCARD,CREDIT,GOLD,"POCKET CARD CO., LTD."
366976,JP,🇯🇵,DINERS CLUB INTERNATIONAL,CREDIT,PERSONAL,
243069,,◻️,MASTERCARD,,,
380776,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
392837,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
358685,JP,🇯🇵,JCB,CREDIT,STANDARD,
639645,PA,🇵🇦,MAESTRO,DEBIT,,
486308,US,🇺🇸,VISA,CREDIT,,"FIRST TENNESSEE BANK, N.A."
382309,US,🇺🇸,DISCOVER,CREDIT,BUSINESS,
595604,AU,🇦🇺,MAESTRO,DEBIT,STANDARD,
234812,,◻️,MASTERCARD,,,
347093,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
479425,US,🇺🇸,VISA,CREDIT,BUSINESS,ALBINA COMMUNITY BANK
441870,US,🇺🇸,VISA,CREDIT,CLASSIC,"CARD SERVICES FOR CREDIT UNIONS, INC."
442256,US,🇺🇸,VISA,CREDIT,BUSINESS,"CENTURY BANK, A FEDERAL SAVINGS BANK"
236609,,◻️,MASTERCARD,,,
232569,,◻️,MASTERCARD,,,
489831,US,🇺🇸,VISA,CREDIT,,
114938,CA,🇨🇦,PRIVATE LABEL,,,CANTREX - TDFS
507102,US,🇺🇸,EBT,DEBIT,,
587188,US,🇺🇸,EBT,DEBIT,,
628425,CN,🇨🇳,CHINA UNION PAY,DEBIT,,
245608,,◻️,MASTERCARD,,,
469809,BR,🇧🇷,VISA,DEBIT,PREPAID,COMPANHIA BRASILEIRA DE SOLUCOES E SERVICOS - CBSS
581124,US,🇺🇸,EBT,DEBIT,,
247824,,◻️,MASTERCARD,,,
581458,US,🇺🇸,EBT,DEBIT,,
426640,US,🇺🇸,VISA,DEBIT,CLASSIC,"WELLS FARGO BANK, N.A."
232381,,◻️,MASTERCARD,,,
311849,JP,🇯🇵,JCB,,,
495202,FR,🇫🇷,VISA,CREDIT,,
536133,US,🇺🇸,MASTERCARD,CREDIT,STANDARD,VELOCITY C.U.
407575,PT,🇵🇹,VISA,CREDIT,BUSINESS,BANCO INTERNACIONAL DO FUNCHAL S.A. (BANIF)
432590,US,🇺🇸,VISA,DEBIT,BUSINESS,ITS BANK
404062,US,🇺🇸,VISA,DEBIT,BUSINESS,AMERICAN AIRLINES F.C.U.
441832,US,🇺🇸,VISA,DEBIT,BUSINESS,"WELLS FARGO BANK, N.A."
436070,US,🇺🇸,VISA,CREDIT,,
558834,VE,🇻🇪,MASTERCARD,CREDIT,CORPORATE EXECUTIVE,"BANCO DE VENEZUELA, S.A.C.A."
904249,CA,🇨🇦,PRIVATE LABEL,,,YARD CARD CANADA
454984,US,🇺🇸,VISA,DEBIT,CLASSIC,ALPINE BANK
438383,UA,🇺🇦,VISA,CREDIT,BUSINESS,OJSC BANK UNIVERSAL
220425,RU,🇷🇺,NSPK MIR,DEBIT,,
674722,IT,🇮🇹,MAESTRO,DEBIT,,SIA S.P.A.
850847,CA,🇨🇦,PRIVATE LABEL,,,BEST BUY - HSBC
251639,,◻️,MASTERCARD,,,
850742,CA,🇨🇦,PRIVATE LABEL,,,BEST BUY - HSBC
479032,RO,🇷🇴,VISA,DEBIT,CLASSIC,"BRD - GROUPE SOCIETE GENERALE, S.A."
360444,SG,🇸🇬,DINERS CLUB INTERNATIONAL,CREDIT,PERSONAL,
247405,,◻️,MASTERCARD,,,
370027,ES,🇪🇸,AMERICAN EXPRESS,CREDIT,CORPORATE GREEN CHARGE,AMEX ESPANA CARD GCS
375311,NL,🇳🇱,AMERICAN EXPRESS,CREDIT,PERSONAL,AMERICAN EXPRESS NETHERLANDS - CONSUMER
345133,US,🇺🇸,AMERICAN EXPRESS,CREDIT,,
409869,BR,🇧🇷,VISA,DEBIT,CORPORATE T&E,"BANCO DO BRASIL, S.A."
812259,CN,🇨🇳,CHINA UNION PAY,,,
414191,US,🇺🇸,VISA,DEBIT,CLASSIC,VERMONT NATIONAL BANK
523679,US,🇺🇸,MASTERCARD,CREDIT,,
625922,CN,🇨🇳,CHINA UNION PAY,CREDIT,REWARDS,INDUSTRIAL AND COMMERCIAL BANK OF CHINA HANOI
514619,US,🇺🇸,MASTERCARD,DEBIT,STANDARD,PSCU INCORPORATED
484853,NA,🇳🇦,VISA,DEBIT,PLATINUM,"FIRST NATIONAL BANK OF NAMIBIA, LTD."
496449,US,🇺🇸,VISA,CREDIT,,
657927,US,🇺🇸,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
379045,US,🇺🇸,AMERICAN EXPRESS,DEBIT,CORPORATE GREEN CHARGE,AMERICAN EXPRESS IDC (CARS)
248304,,◻️,MASTERCARD,,,
334902,JP,🇯🇵,JCB,,,
588516,US,🇺🇸,EBT,DEBIT,,
372125,US,🇺🇸,AMERICAN EXPRESS,CREDIT,PERSONAL,AMERICAN EXPRESS US CONSUMER
309414,JP,🇯🇵,JCB,,,
236783,,◻️,MASTERCARD,,,
770710,US,🇺🇸,PRIVATE LABEL,DEBIT,,
457602,CO,🇨🇴,VISA,DEBIT,GOLD,BANCO DE BOGOTA
251121,,◻️,MASTERCARD,,,
461187,US,🇺🇸,VISA,DEBIT,CLASSIC,"WELLS FARGO BANK, N.A."
813025,CN,🇨🇳,CHINA UNION PAY,,,
303457,US,🇺🇸,DINERS CLUB INTERNATIONAL,CREDIT,BUSINESS,
850058,CA,🇨🇦,PRIVATE LABEL,,,BEST BUY - HSBC
940960,KR,🇰🇷,LOCAL BRAND,DEBIT,GIFT,LOTTE CARD
521231,JP,🇯🇵,MASTERCARD,CREDIT,GOLD,"MITSUBISHI UFJ NICOS CO., LTD."
241427,,◻️,MASTERCARD,,,
446952,PK,🇵🇰,VISA,DEBIT,PREPAID,"KASB BANK, LTD."
584445,US,🇺🇸,EBT,DEBIT,,
547715,US,🇺🇸,MASTERCARD,CREDIT,BUSINESS,FIRST NATIONAL BANK OF OMAHA
430161,US,🇺🇸,VISA,CREDIT,CLASSIC,SHARONVIEW F.C.U.
482092,US,🇺🇸,VISA,CREDIT,CLASSIC,DOVER-PHILA F.C.U.
563189,US,🇺🇸,EBT,DEBIT,,
271144,,◻️,MASTERCARD,,,
268606,,◻️,MASTERCARD,,,
426006,US,🇺🇸,VISA,CREDIT,SIGNATURE,CHASE MANHATTAN BANK
527215,US,🇺🇸,MASTERCARD,CREDIT,PLATINUM,NICOLET NATIONAL BANK
450743,IS,🇮🇸,VISA,CREDIT,CLASSIC,GLITNIR BANKI HF
258825,,◻️,MASTERCARD,,,
485618,US,🇺🇸,VISA,CREDIT,,
642238,US,🇺🇸,EBT,DEBIT,,
112517,GB,🇬🇧,UATP,CREDIT,UATP,BRITISH AIRWAYS (BA)
420093,US,🇺🇸,VISA,CREDIT,BUSINESS,TIB THE INDEPENDENT BANKERSBANK
520162,US,🇺🇸,MASTERCARD,CREDIT,,
625758,CN,🇨🇳,CHINA UNION PAY,DEBIT,,
507437,US,🇺🇸,EBT,DEBIT,,
228260,,◻️,MASTERCARD,,,
354516,JP,🇯🇵,JCB,CREDIT,,
518104,US,🇺🇸,MASTERCARD,CREDIT,STANDARD,
246739,,◻️,MASTERCARD,,,
942091,KR,🇰🇷,LOCAL BRAND,DEBIT,GIFT,SAMSUNG CARD
584336,US,🇺🇸,EBT,DEBIT,,
440976,US,🇺🇸,VISA,CREDIT,GOLD,"BANK OF AMERICA, N.A."
532382,AR,🇦🇷,MASTERCARD,CREDIT,GOLD,"FIRST DATA CONO SUR, S.R.L."
670164,AT,🇦🇹,MAESTRO,DEBIT,STANDARD,PSA PAYMENT SERVICES AUSTRIA GMBH
811747,CN,🇨🇳,CHINA UNION PAY,,,
771249,US,🇺🇸,PRIVATE LABEL,DEBIT,,
592186,AR,🇦🇷,MAESTRO,DEBIT,STANDARD,
556773,US,🇺🇸,MASTERCARD,CREDIT,,
405371,US,🇺🇸,VISA,CREDIT,CLASSIC,"BB AND T FINANCIAL, F.S.B."
463988,US,🇺🇸,VISA,DEBIT,CLASSIC,HINDS COMMUNITY COLLEGE C.U.
463171,AU,🇦🇺,VISA,CREDIT,,WESTPAC BANKING CORPORATION
654105,KR,🇰🇷,DISCOVER,CREDIT,PERSONAL,DISCOVER BANK
542505,IN,🇮🇳,MASTERCARD,CREDIT,PLATINUM,RBL BANK LTD.
468715,US,🇺🇸,VISA,CREDIT,CLASSIC,ANDREWS F.C.U.
607600,BR,🇧🇷,MAESTRO,DEBIT,STANDARD,
457426,NE,🇳🇪,VISA,DEBIT,BUSINESS,BANQUE ATLANTIQUE NIGER
596734,AU,🇦🇺,MAESTRO,DEBIT,STANDARD,
545914,US,🇺🇸,MASTERCARD,DEBIT,STANDARD,FIRST AMERICAN BANK
